Kommune,E-Mail,Bundesland,Einwohner,,,,,,,,,,,,,,,,,
Raitenbuch ,info@vg-nennslingen.de,Bayern,1219,,,,,,,,,,,,,,,,,
Ramerberg ,gemeinde@ramerberg.de,Bayern,1390,,,,,,,,,,,,,,,,,
Rammingen ,rathaus@rammingen.de,Bayern,1264,,,,,,,,,,,,,,,,,
Ramsau b.Berchtesgaden ,poststelle@gemeinde-ramsau.de,Bayern,1683,,,,,,,,,,,,,,,,,
Ramsthal ,poststelle@vgem-euerdorf.bayern.de,Bayern,1114,,,,,,,,,,,,,,,,,
Randersacker ,gemeinde@randersacker.bayern.de,Bayern,3353,,,,,,,,,,,,,,,,,
Rannungen ,zentrale@massbach.de,Bayern,1095,,,,,,,,,,,,,,,,,
Rattelsdorf ,info@markt-rattelsdorf.de,Bayern,4554,,,,,,,,,,,,,,,,,
Rattenberg ,poststelle@rattenberg.de,Bayern,1671,,,,,,,,,,,,,,,,,
Rattenkirchen ,poststelle@rattenkirchen.de,Bayern,1068,,,,,,,,,,,,,,,,,
Rattiszell ,info@vg-stallwang.de,Bayern,1510,,,,,,,,,,,,,,,,,
Raubling ,info@raubling.de,Bayern,11161,,,,,,,,,,,,,,,,,
Rauhenebrach ,gemeinde@rauhenebrach.de,Bayern,2744,,,,,,,,,,,,,,,,,
Rechtenbach ,Gemeinde-Rechtenbach@t-online.de,Bayern,1071,,,,,,,,,,,,,,,,,
Rechtmehring ,poststelle@vg-maitenbeth.de,Bayern,2102,,,,,,,,,,,,,,,,,
Reckendorf ,poststelle@vg-baunach.de,Bayern,1962,,,,,,,,,,,,,,,,,
Rednitzhembach ,info@rednitzhembach.de,Bayern,6945,,,,,,,,,,,,,,,,,
Redwitz a.d.Rodach ,rathaus@redwitz.de,Bayern,3442,,,,,,,,,,,,,,,,,
Regen ,hauptamt@regen.de,Bayern,11018,,,,,,,,,,,,,,,,,
Regensburg ,stadt_regensburg@regensburg.de,Bayern,151389,,,,,,,,,,,,,,,,,
Regenstauf ,markt@regenstauf.de,Bayern,16318,,,,,,,,,,,,,,,,,
Regnitzlosau ,gemeinde@regnitzlosau.de,Bayern,2226,,,,,,,,,,,,,,,,,
Rehau ,info@rehau.bayern,Bayern,9045,,,,,,,,,,,,,,,,,
Rehling ,info@gemeinde-rehling.de,Bayern,2672,,,,,,,,,,,,,,,,,
Reichenbach  ,poststelle@gemeinde-reichenbach.de,Bayern,510,,,,,,,,,,,,,,,,,
Reichenbach  ,gemeinde-reichenbach@t-online.de,Bayern,510,,,,,,,,,,,,,,,,,
Reichenberg ,markt.reichenberg@reichenberg.bayern.de,Bayern,171,,,,,,,,,,,,,,,,,
Reichenschwand ,gemeinde@reichenschwand.de,Bayern,2389,,,,,,,,,,,,,,,,,
Reichersbeuern ,info@vgreichersbeuern.de,Bayern,2384,,,,,,,,,,,,,,,,,
Reichertshausen ,rathaus@reichertshausen.de,Bayern,5188,,,,,,,,,,,,,,,,,
Reichertsheim ,info@reichertsheim.de,Bayern,1721,,,,,,,,,,,,,,,,,
Reichertshofen ,vorzimmer.bgm@reichertshofen.de,Bayern,8126,,,,,,,,,,,,,,,,,
Reichling ,gemeinde.reichling@vg-reichling.de,Bayern,1753,,,,,,,,,,,,,,,,,
Reimlingen ,gemeinde@reimlingen.de,Bayern,1346,,,,,,,,,,,,,,,,,
Reisbach ,markt@reisbach.de,Bayern,7719,,,,,,,,,,,,,,,,,
Reischach ,poststelle@reischach.de,Bayern,2718,,,,,,,,,,,,,,,,,
Reit im Winkl ,Poststelle@reitimwinkl.bayern.de,Bayern,2161,,,,,,,,,,,,,,,,,
Remlingen ,poststelle@vgem-helmstadt.bayern.de,Bayern,1488,,,,,,,,,,,,,,,,,
Rennertshofen ,info@rennertshofen.de,Bayern,4840,,,,,,,,,,,,,,,,,
Rentweinsdorf ,info@ebern.de,Bayern,1521,,,,,,,,,,,,,,,,,
Rettenbach  ,rathaus@offingen.de,Bayern,1788,,,,,,,,,,,,,,,,,
Rettenbach  ,poststelle@rettenbach.de,Bayern,1788,,,,,,,,,,,,,,,,,
Rettenbach a.Auerberg ,info@sonnendorf-rettenbach.de,Bayern,924,,,,,,,,,,,,,,,,,
Rettenberg ,vorzimmer@Rettenberg.de,Bayern,4428,,,,,,,,,,,,,,,,,
Retzstadt ,post@vgem-zellingen.de,Bayern,1680,,,,,,,,,,,,,,,,,
Reut ,poststelle@tann.de,Bayern,1634,,,,,,,,,,,,,,,,,
Reuth b.Erbendorf ,poststelle@krummennaab.de,Bayern,1084,,,,,,,,,,,,,,,,,
Ried ,info@gemeinde-ried.de,Bayern,3234,,,,,,,,,,,,,,,,,
Riedbach ,poststelle@vghofheim.de,Bayern,1729,,,,,,,,,,,,,,,,,
Rieden ,info@rieden-zellerberg.bayern.de,Bayern,1207,,,,,,,,,,,,,,,,,
Rieden ,info@rieden.com,Bayern,1207,,,,,,,,,,,,,,,,,
Rieden am Forggensee ,gemeinde@rieden.de,Bayern,1399,,,,,,,,,,,,,,,,,
Riedenberg ,poststelle@vgem-bad-brueckenau.de,Bayern,948,,,,,,,,,,,,,,,,,
Riedenburg ,poststelle@riedenburg.de,Bayern,6090,,,,,,,,,,,,,,,,,
Riedenheim ,poststelle@vgem-roettingen.bayern.de,Bayern,746,,,,,,,,,,,,,,,,,
Riedering ,info@riedering.de,Bayern,5550,,,,,,,,,,,,,,,,,
Riegsee ,rathaus@vg-seehausen.de,Bayern,1252,,,,,,,,,,,,,,,,,
Riekofen ,poststelle@vg-suenching.de,Bayern,827,,,,,,,,,,,,,,,,,
Rieneck ,poststelle@rieneck.bayern.de,Bayern,1868,,,,,,,,,,,,,,,,,
Rimbach  ,poststelle@vg-falkenberg.de,Bayern,8738,,,,,,,,,,,,,,,,,
Rimbach  ,poststelle@gemeinde-rimbach.de,Bayern,8738,,,,,,,,,,,,,,,,,
Rimpar ,poststelle@rimpar.de,Bayern,7587,,,,,,,,,,,,,,,,,
Rimsting ,info@rimsting.de,Bayern,3775,,,,,,,,,,,,,,,,,
Rinchnach ,Gemeinde@rinchnach.de,Bayern,3111,,,,,,,,,,,,,,,,,
Ringelai ,gemeinde@ringelai.bayern.de,Bayern,1890,,,,,,,,,,,,,,,,,
Roden ,gemeinde@roden.de,Bayern,1028,,,,,,,,,,,,,,,,,
Roding ,poststelle@roding.de,Bayern,13157,,,,,,,,,,,,,,,,,
Röckingen ,roeckingen@vg-hesselberg.de,Bayern,754,,,,,,,,,,,,,,,,,
Rödelmaier ,buergermeister@roedelmaier.de,Bayern,956,,,,,,,,,,,,,,,,,
Rödelsee ,poststelle@vgem.iphofen.de,Bayern,1926,,,,,,,,,,,,,,,,,
Rödental ,info@roedental.de,Bayern,12457,,,,,,,,,,,,,,,,,
Röfingen ,gemeinde@roefingen.de,Bayern,1204,,,,,,,,,,,,,,,,,
Rögling ,poststelle@roegling.de,Bayern,612,,,,,,,,,,,,,,,,,
Röhrmoos ,gemeinde@roehrmoos.de,Bayern,6449,,,,,,,,,,,,,,,,,
Röhrnbach ,mail@roehrnbach.de,Bayern,4323,,,,,,,,,,,,,,,,,
Röllbach ,poststelle@roellbach.de,Bayern,1751,,,,,,,,,,,,,,,,,
Röslau ,info@roeslau.de,Bayern,1991,,,,,,,,,,,,,,,,,
Röthenbach  ,rathaus@vg-argental.de,Bayern,946,,,,,,,,,,,,,,,,,
Röthenbach a.d.Pegnitz ,poststelle@roethenbach.de,Bayern,12529,,,,,,,,,,,,,,,,,
Röthlein ,gemeinde@roethlein.de,Bayern,4444,,,,,,,,,,,,,,,,,
Röttenbach  ,info@roettenbach.de,Bayern,4625,,,,,,,,,,,,,,,,,
Röttenbach  ,gemeinde@roettenbach-erh.de,Bayern,4625,,,,,,,,,,,,,,,,,
Röttingen ,poststelle@vgem-roettingen.bayern.de,Bayern,1681,,,,,,,,,,,,,,,,,
Rötz ,poststelle@roetz.de,Bayern,3256,,,,,,,,,,,,,,,,,
Roggenburg ,poststelle@roggenburg.de,Bayern,2679,,,,,,,,,,,,,,,,,
Rohr ,info@rohr-mfr.de,Bayern,3733,,,,,,,,,,,,,,,,,
Rohr i.NB ,info@markt-rohr.de,Bayern,3507,,,,,,,,,,,,,,,,,
Rohrbach ,gemeinde@rohrbach-ilm.de,Bayern,169,,,,,,,,,,,,,,,,,
Rohrdorf ,gemeinde@rohrdorf.de,Bayern,1990,,,,,,,,,,,,,,,,,
Rohrenfels ,verwaltung@vg-neuburg.de,Bayern,1646,,,,,,,,,,,,,,,,,
Ronsberg ,rathaus@ronsberg.de,Bayern,1658,,,,,,,,,,,,,,,,,
Rosenheim ,poststelle@rosenheim.de,Bayern,65274,,,,,,,,,,,,,,,,,
Roßbach ,poststelle@gemeinde-rossbach.de,Bayern,1444,,,,,,,,,,,,,,,,,
Roßhaupten ,info@vgem-rosshaupten.bayern.de,Bayern,2272,,,,,,,,,,,,,,,,,
Roßtal ,markt@rosstal.de,Bayern,9663,,,,,,,,,,,,,,,,,
Roth ,info@stadt-roth.de,Bayern,1567,,,,,,,,,,,,,,,,,
Rothenbuch ,poststelle@rothenbuch.de,Bayern,1680,,,,,,,,,,,,,,,,,
Rothenburg ob der Tauber ,stadt@rothenburg.de,Bayern,11365,,,,,,,,,,,,,,,,,
Rothenfels ,kontakt@rothenfels.de,Bayern,947,,,,,,,,,,,,,,,,,
Rott ,rathaus@rott-lech.de,Bayern,398,,,,,,,,,,,,,,,,,
Rott a.Inn ,info@rottinn.de,Bayern,4142,,,,,,,,,,,,,,,,,
Rottach-Egern ,rathaus@rottach-egern.de,Bayern,5441,,,,,,,,,,,,,,,,,
Rottenbuch ,gemeinde@rottenbuch.de,Bayern,1833,,,,,,,,,,,,,,,,,
Rottenburg a.d.Laaber ,mail@rottenburg-laaber.de,Bayern,8486,,,,,,,,,,,,,,,,,
Rottendorf ,rathaus@rottendorf.eu,Bayern,5398,,,,,,,,,,,,,,,,,
Rotthalmünster ,info@rotthalmuenster.de,Bayern,4676,,,,,,,,,,,,,,,,,
Rudelzhausen ,info@gemeinde-rudelzhausen.de,Bayern,3508,,,,,,,,,,,,,,,,,
Ruderatshofen ,info@ruderatshofen.bayern.de,Bayern,1726,,,,,,,,,,,,,,,,,
Ruderting ,info@ruderting.de,Bayern,3063,,,,,,,,,,,,,,,,,
Rückersdorf ,info@rueckersdorf.de,Bayern,4744,,,,,,,,,,,,,,,,,
Rückholz ,info@rueckholz.de,Bayern,1007,,,,,,,,,,,,,,,,,
Rüdenau ,info@ruedenau.de,Bayern,724,,,,,,,,,,,,,,,,,
Rüdenhausen ,poststelle@wiesentheid.de,Bayern,850,,,,,,,,,,,,,,,,,
Rügland ,gemeinde@ruegland.de,Bayern,1257,,,,,,,,,,,,,,,,,
Rugendorf ,poststelle@rugendorf.de,Bayern,941,,,,,,,,,,,,,,,,,
Ruhmannsfelden ,poststelle@vg-ruhmannsfelden.de,Bayern,2023,,,,,,,,,,,,,,,,,
Ruhpolding ,poststelle@ruhpolding-rathaus.de,Bayern,6772,,,,,,,,,,,,,,,,,
Ruhstorf a.d.Rott ,rathaus@ruhstorf.de,Bayern,7115,,,,,,,,,,,,,,,,,
Runding ,poststelle@runding.de,Bayern,2234,,,,,,,,,,,,,,,,,
Saal a.d.Donau ,info@saal-donau.de,Bayern,5685,,,,,,,,,,,,,,,,,
Saal a.d.Saale ,info@vg-saal.de,Bayern,1559,,,,,,,,,,,,,,,,,
Saaldorf-Surheim ,gemeinde@saaldorf-surheim.de,Bayern,5578,,,,,,,,,,,,,,,,,
Sachsen b.Ansbach ,gemeinde@sachsen-b-ansbach.de,Bayern,3720,,,,,,,,,,,,,,,,,
Sachsenkam ,info@vgreichersbeuern.de,Bayern,1333,,,,,,,,,,,,,,,,,
Sailauf ,poststelle@sailauf.bayern.de,Bayern,3555,,,,,,,,,,,,,,,,,
Salching ,vorzimmer@aiterhofen.de,Bayern,2742,,,,,,,,,,,,,,,,,
Saldenburg ,poststelle@saldenburg.bayern.de,Bayern,1986,,,,,,,,,,,,,,,,,
Salgen ,salgen@vgem-pfaffenhausen.de,Bayern,1452,,,,,,,,,,,,,,,,,
Salz ,buergermeister@salz.de,Bayern,878,,,,,,,,,,,,,,,,,
Salzweg ,verwaltung@salzweg.de,Bayern,6533,,,,,,,,,,,,,,,,,
Samerberg ,gemeinde@samerberg.de,Bayern,2798,,,,,,,,,,,,,,,,,
Sand a.Main ,gemeinde@sand-am-main.bayern.de,Bayern,3060,,,,,,,,,,,,,,,,,
Sandberg ,post@sandberg-rhoen.de,Bayern,2329,,,,,,,,,,,,,,,,,
Sankt Englmar ,info@sankt-englmar.de,Bayern,1827,,,,,,,,,,,,,,,,,
Sankt Oswald-Riedlhütte ,poststelle@sankt-oswald-riedlhuette.de,Bayern,2944,,,,,,,,,,,,,,,,,
Sankt Wolfgang ,info@st-wolfgang-ob.de,Bayern,4557,,,,,,,,,,,,,,,,,
Sauerlach ,gemeinde.sauerlach@sauerlach.bayern.de,Bayern,8063,,,,,,,,,,,,,,,,,
Saulgrub ,geschaeftsleitung@vg-saulgrub.de,Bayern,1612,,,,,,,,,,,,,,,,,
Schäftlarn ,post@schaeftlarn.de,Bayern,5840,,,,,,,,,,,,,,,,,
Schalkham ,info@gerzen.de,Bayern,917,,,,,,,,,,,,,,,,,
Schauenstein ,stadt@schauenstein.de,Bayern,1859,,,,,,,,,,,,,,,,,
Schaufling ,schaufling@vgem-lalling.bayern.de,Bayern,1487,,,,,,,,,,,,,,,,,
Schechen ,info@schechen.de,Bayern,5316,,,,,,,,,,,,,,,,,
Scheidegg ,rathaus@markt-scheidegg.de,Bayern,4432,,,,,,,,,,,,,,,,,
Scheinfeld ,digitales-rathaus@vgem.scheinfeld.de,Bayern,4583,,,,,,,,,,,,,,,,,
Schernfeld ,poststelle@vg-eichstaett.de,Bayern,3291,,,,,,,,,,,,,,,,,
Scherstetten ,scherstetten@vgstauden.de,Bayern,1092,,,,,,,,,,,,,,,,,
Scheßlitz ,poststelle@schesslitz.de,Bayern,7129,,,,,,,,,,,,,,,,,
Scheuring ,poststelle@vgprittriching.de,Bayern,2000,,,,,,,,,,,,,,,,,
Scheyern ,scheyern@scheyern.de,Bayern,4883,,,,,,,,,,,,,,,,,
Schierling ,markt@schierling.de,Bayern,8395,,,,,,,,,,,,,,,,,
Schillingsfürst ,stadt@schillingsfuerst.de,Bayern,2770,,,,,,,,,,,,,,,,,
Schiltberg ,info@vg-kuehbach.de,Bayern,1927,,,,,,,,,,,,,,,,,
Schirmitz ,poststelle@vgem-schirmitz.de,Bayern,2122,,,,,,,,,,,,,,,,,
Schirnding ,info@markt-schirnding.de,Bayern,1115,,,,,,,,,,,,,,,,,
Schlammersdorf ,schlammersdorf@t-online.de,Bayern,870,,,,,,,,,,,,,,,,,
Schleching ,gemeinde@schleching.de,Bayern,1743,,,,,,,,,,,,,,,,,
Schlehdorf ,gemeinde@schlehdorf.de,Bayern,1327,,,,,,,,,,,,,,,,,
Schliersee ,rathaus@schliersee.de,Bayern,6591,,,,,,,,,,,,,,,,,
Schlüsselfeld ,stadt@schluesselfeld.de,Bayern,5932,,,,,,,,,,,,,,,,,
Schmidgaden ,info@schmidgaden.de,Bayern,3103,,,,,,,,,,,,,,,,,
Schmidmühlen ,markt@schmidmuehlen.bayern.de,Bayern,2322,,,,,,,,,,,,,,,,,
Schmiechen ,buergermeister@schmiechen.de,Bayern,1352,,,,,,,,,,,,,,,,,
Schnabelwaid ,poststelle@vgem-creussen.bayern.de,Bayern,966,,,,,,,,,,,,,,,,,
Schnaitsee ,info@schnaitsee.de,Bayern,3679,,,,,,,,,,,,,,,,,
Schnaittach ,info@schnaittach.de,Bayern,8561,,,,,,,,,,,,,,,,,
Schnaittenbach ,stadt@schnaittenbach.de,Bayern,4304,,,,,,,,,,,,,,,,,
Schneckenlohe ,poststelle@vgem-mitwitz.de,Bayern,948,,,,,,,,,,,,,,,,,
Schneeberg ,gemeinde@schneeberg-odenwald.de,Bayern,1762,,,,,,,,,,,,,,,,,
Schneizlreuth ,poststelle@schneizlreuth.de,Bayern,1375,,,,,,,,,,,,,,,,,
Schnelldorf ,poststelle@schnelldorf.de,Bayern,3567,,,,,,,,,,,,,,,,,
Schöfweg ,info@schoefweg.de,Bayern,1297,,,,,,,,,,,,,,,,,
Schöllkrippen ,kontakt@vg-schoellkrippen.de,Bayern,4136,,,,,,,,,,,,,,,,,
Schöllnach ,poststelle@schoellnach.de,Bayern,4763,,,,,,,,,,,,,,,,,
Schönau ,poststelle@schoenau.bayern.de,Bayern,4369,,,,,,,,,,,,,,,,,
Schönau a.d.Brend ,buergermeister@schoenau-brend.de,Bayern,1196,,,,,,,,,,,,,,,,,
Schönau a.Königssee ,poststelle@koenigssee.com,Bayern,5315,,,,,,,,,,,,,,,,,
Schönberg ,poststelle@vgem-oberbergkirchen.bayern.de,Bayern,1438,,,,,,,,,,,,,,,,,
Schönberg ,info@markt-schoenberg.de,Bayern,1438,,,,,,,,,,,,,,,,,
Schönbrunn i.Steigerwald ,verwaltung@vg-burgebrach.de,Bayern,1881,,,,,,,,,,,,,,,,,
Schöngeising ,info@grafrath.bayern.de,Bayern,1943,,,,,,,,,,,,,,,,,
Schönsee ,info@vg-schoensee.de,Bayern,2269,,,,,,,,,,,,,,,,,
Schönthal ,poststelle@gemeinde-schoenthal.de,Bayern,1951,,,,,,,,,,,,,,,,,
Schönwald ,info@stadt-schoenwald.de,Bayern,3076,,,,,,,,,,,,,,,,,
Schollbrunn ,poststelle@vgem-kreuzwertheim.bayern.de,Bayern,881,,,,,,,,,,,,,,,,,
Schondorf am Ammersee ,vg@schondorf.de,Bayern,3776,,,,,,,,,,,,,,,,,
Schondra ,poststelle@vgem-bad-brueckenau.de,Bayern,1613,,,,,,,,,,,,,,,,,
Schongau ,vorzimmer@schongau.de,Bayern,12572,,,,,,,,,,,,,,,,,
Schonstett ,gemeinde@schonstett.de,Bayern,1426,,,,,,,,,,,,,,,,,
Schonungen ,gemeinde@schonungen.de,Bayern,7628,,,,,,,,,,,,,,,,,
Schopfloch ,poststelle@schopfloch-mittelfranken.de,Bayern,2598,,,,,,,,,,,,,,,,,
Schorndorf ,buergerservice@gemeinde-schorndorf.de,Bayern,41647,,,,,,,,,,,,,,,,,
Schrobenhausen ,stadt@schrobenhausen.de,Bayern,17815,,,,,,,,,,,,,,,,,
Schwabach ,poststelle@schwabach.de,Bayern,40835,,,,,,,,,,,,,,,,,
Schwabbruck ,gemeinde@schwabbruck.bayern.de,Bayern,1035,,,,,,,,,,,,,,,,,
Schwabhausen ,gemeinde@schwabhausen.de,Bayern,6311,,,,,,,,,,,,,,,,,
Schwabmünchen ,rathaus@schwabmuenchen.de,Bayern,15277,,,,,,,,,,,,,,,,,
Schwabsoien ,gemeinde@schwabsoien.bayern.de,Bayern,1450,,,,,,,,,,,,,,,,,
Schwaig b.Nürnberg ,info@schwaig.de,Bayern,8761,,,,,,,,,,,,,,,,,
Schwaigen ,info@ohlstadt.de,Bayern,611,,,,,,,,,,,,,,,,,
Schwandorf ,info@schwandorf.de,Bayern,29877,,,,,,,,,,,,,,,,,
Schwanfeld ,poststelle@vg-schwanfeld.de,Bayern,1749,,,,,,,,,,,,,,,,,
Schwangau ,poststelle@schwangau.bayern.de,Bayern,3263,,,,,,,,,,,,,,,,,
Schwanstetten ,markt@schwanstetten.de,Bayern,7167,,,,,,,,,,,,,,,,,
Schwarzach ,info@schwarzach-vgem.de,Bayern,2925,,,,,,,,,,,,,,,,,
Schwarzach a.Main ,poststelle@schwarzach-main.de,Bayern,3665,,,,,,,,,,,,,,,,,
Schwarzach b.Nabburg ,info@schwarzach-bei-nabburg.de,Bayern,1356,,,,,,,,,,,,,,,,,
Schwarzenbach ,gemeindeschwarzenbach@t-online.de,Bayern,1138,,,,,,,,,,,,,,,,,
Schwarzenbach a.d.Saale ,stadtverwaltung@schwarzenbach-saale.de,Bayern,6570,,,,,,,,,,,,,,,,,
Schwarzenbach a.Wald ,info@schwarzenbach-wald.de,Bayern,4231,,,,,,,,,,,,,,,,,
Schwarzenbruck ,gemeinde@schwarzenbruck.de,Bayern,8241,,,,,,,,,,,,,,,,,
Schwarzenfeld ,info@schwarzenfeld.de,Bayern,6251,,,,,,,,,,,,,,,,,
Schwarzhofen ,poststelle@vg-neunburg.de,Bayern,1368,,,,,,,,,,,,,,,,,
Schwebheim ,gemeinde@schwebheim.de,Bayern,4103,,,,,,,,,,,,,,,,,
Schweinfurt ,poststelle@schweinfurt.de,Bayern,54481,,,,,,,,,,,,,,,,,
Schweitenkirchen ,info@gemeinde-schweitenkirchen.de,Bayern,5517,,,,,,,,,,,,,,,,,
Schwenningen ,info@hoechstaedt.de,Bayern,1667,,,,,,,,,,,,,,,,,
Schwifting ,buergermeister@schwifting.de,Bayern,1039,,,,,,,,,,,,,,,,,
Schwindegg ,poststelle@gemeinde-schwindegg.de,Bayern,3490,,,,,,,,,,,,,,,,,
Seefeld ,info@seefeld.de,Bayern,343,,,,,,,,,,,,,,,,,
Seeg ,verwaltung@seeg.de,Bayern,3061,,,,,,,,,,,,,,,,,
Seehausen a.Staffelsee ,rathaus@vg-seehausen.de,Bayern,2422,,,,,,,,,,,,,,,,,
Seeon-Seebruck ,gemeinde@seeon-seebruck.de,Bayern,4490,,,,,,,,,,,,,,,,,
Seeshaupt ,gemeinde@seeshaupt.de,Bayern,3151,,,,,,,,,,,,,,,,,
Segnitz ,poststelle@marktbreit.de,Bayern,806,,,,,,,,,,,,,,,,,
Seinsheim ,poststelle@marktbreit.de,Bayern,1060,,,,,,,,,,,,,,,,,
Selb ,poststelle@selb.de,Bayern,14743,,,,,,,,,,,,,,,,,
Selbitz ,post@selbitz.de,Bayern,4141,,,,,,,,,,,,,,,,,
Senden ,poststelle@stadt-senden.de,Bayern,20844,,,,,,,,,,,,,,,,,
Sengenthal ,info@vg-neumarkt.de,Bayern,4186,,,,,,,,,,,,,,,,,
Sennfeld ,info@sennfeld.de,Bayern,4212,,,,,,,,,,,,,,,,,
Seßlach ,info@sesslach.de,Bayern,3809,,,,,,,,,,,,,,,,,
Seubersdorf i.d.OPf. ,info@seubersdorf.de,Bayern,5295,,,,,,,,,,,,,,,,,
Seukendorf ,gemeinde@seukendorf.de,Bayern,3127,,,,,,,,,,,,,,,,,
Seybothenreuth ,vg.poststelle@weidenberg.de,Bayern,1279,,,,,,,,,,,,,,,,,
Siegenburg ,poststelle-vgem-siegenburg@siegenburg.de,Bayern,4160,,,,,,,,,,,,,,,,,
Siegsdorf ,gemeinde@siegsdorf.bayern.de,Bayern,8314,,,,,,,,,,,,,,,,,
Sielenbach ,sielenbach@vg-dasing.de,Bayern,1863,,,,,,,,,,,,,,,,,
Sigmarszell ,gemeinde@sigmarszell.de,Bayern,2931,,,,,,,,,,,,,,,,,
Simbach ,info@markt-simbach.de,Bayern,4197,,,,,,,,,,,,,,,,,
Simbach a.Inn ,poststelle@simbach.de,Bayern,10261,,,,,,,,,,,,,,,,,
Simmelsdorf ,info@simmelsdorf.de,Bayern,3229,,,,,,,,,,,,,,,,,
Simmershofen ,info@simmershofen.de,Bayern,952,,,,,,,,,,,,,,,,,
Sindelsdorf ,gemeinde@sindelsdorf.bayern.de,Bayern,1206,,,,,,,,,,,,,,,,,
Sinzing ,gemeinde@sinzing.de,Bayern,7332,,,,,,,,,,,,,,,,,
Söchtenau ,info@soechtenau.de,Bayern,2672,,,,,,,,,,,,,,,,,
Solnhofen ,poststelle@solnhofen.de,Bayern,1733,,,,,,,,,,,,,,,,,
Sommerach ,poststelle@volkach.de,Bayern,1478,,,,,,,,,,,,,,,,,
Sommerhausen ,rathaus@sommerhausen.de,Bayern,1927,,,,,,,,,,,,,,,,,
Sommerkahl ,kontakt@vg-schoellkrippen.de,Bayern,1256,,,,,,,,,,,,,,,,,
Sonderhofen ,info@vgem-aub.bayern.de,Bayern,871,,,,,,,,,,,,,,,,,
Sondheim v.d.Rhön ,vg@ostheim.de,Bayern,916,,,,,,,,,,,,,,,,,
Sonnefeld ,info@sonnefeld.de,Bayern,4430,,,,,,,,,,,,,,,,,
Sonnen ,info@gemeinde-sonnen.de,Bayern,1441,,,,,,,,,,,,,,,,,
Sontheim ,poststelle@sontheim.de,Bayern,2739,,,,,,,,,,,,,,,,,
Sonthofen ,stadt@sonthofen.de,Bayern,21734,,,,,,,,,,,,,,,,,
Soyen ,gemeinde@soyen.de,Bayern,2943,,,,,,,,,,,,,,,,,
Spalt ,poststelle@spalt.de,Bayern,5196,,,,,,,,,,,,,,,,,
Spardorf ,mail@vg-uttenreuth.de,Bayern,2166,,,,,,,,,,,,,,,,,
Sparneck ,poststelle@sparneck.de,Bayern,1502,,,,,,,,,,,,,,,,,
Spatzenhausen ,rathaus@vg-seehausen.de,Bayern,737,,,,,,,,,,,,,,,,,
Speichersdorf ,poststelle@speichersdorf.bayern.de,Bayern,5840,,,,,,,,,,,,,,,,,
Speinshart ,poststelle@eschenbach-opf.de,Bayern,1119,,,,,,,,,,,,,,,,,
Spiegelau ,poststelle@spiegelau.bayern.de,Bayern,3890,,,,,,,,,,,,,,,,,
Stadelhofen ,vg@steinfeld-oberfranken.de,Bayern,1247,,,,,,,,,,,,,,,,,
Stadlern ,info@vg-schoensee.de,Bayern,544,,,,,,,,,,,,,,,,,
Stadtbergen ,poststelle@stadtbergen.de,Bayern,15649,,,,,,,,,,,,,,,,,
Stadtlauringen ,info@stadtlauringen.de,Bayern,4149,,,,,,,,,,,,,,,,,
Stadtprozelten ,poststelle@stadtprozelten.de,Bayern,1597,,,,,,,,,,,,,,,,,
Stadtsteinach ,poststelle@stadtsteinach.de,Bayern,2983,,,,,,,,,,,,,,,,,
Stallwang ,info@vg-stallwang.de,Bayern,1421,,,,,,,,,,,,,,,,,
Stammbach ,rathaus@stammbach.de,Bayern,2363,,,,,,,,,,,,,,,,,
Stammham  ,poststelle@stammham-inn.de,Bayern,972,,,,,,,,,,,,,,,,,
Stammham  ,poststelle@stammham.de,Bayern,972,,,,,,,,,,,,,,,,,
Stamsried ,poststelle@stamsried.de,Bayern,2243,,,,,,,,,,,,,,,,,
Starnberg ,stadtverwaltung@starnberg.de,Bayern,24471,,,,,,,,,,,,,,,,,
Staudach-Egerndach ,rathaus@marquartstein.de,Bayern,1117,,,,,,,,,,,,,,,,,
Stegaurach ,verwaltung@stegaurach.de,Bayern,6885,,,,,,,,,,,,,,,,,
Stein ,info@stadt-stein.de,Bayern,863,,,,,,,,,,,,,,,,,
Steinach ,gemeinde@steinach.bayern.de,Bayern,3941,,,,,,,,,,,,,,,,,
Steinbach a.Wald ,info@steinbach-am-wald.de,Bayern,3047,,,,,,,,,,,,,,,,,
Steinberg am See ,info@wackersdorf.de,Bayern,1948,,,,,,,,,,,,,,,,,
Steindorf ,info@mering.bayern.de,Bayern,973,,,,,,,,,,,,,,,,,
Steinfeld ,Rathaus@steinfeld-msp.de,Bayern,809,,,,,,,,,,,,,,,,,
Steingaden ,gemeinde@steingaden.de,Bayern,2953,,,,,,,,,,,,,,,,,
Steinhöring ,info@gemeinde-steinhoering.de,Bayern,3894,,,,,,,,,,,,,,,,,
Steinkirchen ,poststelle@vg-steinkirchen.de,Bayern,1741,,,,,,,,,,,,,,,,,
Steinsfeld ,gemeinde@steinsfeld.de,Bayern,1235,,,,,,,,,,,,,,,,,
Steinwiesen ,info@steinwiesen.de,Bayern,3297,,,,,,,,,,,,,,,,,
Stephanskirchen ,poststelle@stephanskirchen.de,Bayern,10558,,,,,,,,,,,,,,,,,
Stephansposching ,poststelle@stephansposching.bayern.de,Bayern,3189,,,,,,,,,,,,,,,,,
Stetten ,stetten@vg-dirlewang.de,Bayern,653,,,,,,,,,,,,,,,,,
